Reporting Period,Project Number,Legacy Project Number,CESIR Number,Street Address,City,County,State,ZIP Code,Incorporated Municipality,Municipality Type,Census Tract,NYS Disadvantaged Community Status,Climate and Economic Justice Screening Tool Status,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Minority or Women Owned Business Enterprise (MWBE),Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,Total NYSERDA Incentive,Affordable Solar Residential Adder,Affordable Multifamily Housing Incentive,Community Adder,Inclusive Community Solar Adder,Expanded Solar For All Adder,Brownfield/Landfill Adder,Canopy Adder,Floating Solar Adder,Prevailing Wage Adder,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Community Distributed Generation,Green Jobs Green New York Participant,Latitude,Longitude,Georeference
1/31/2026,0000341631,,,,Ontario,Monroe,NY,14519,Webster,Town,36055011400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/26/2021,12/20/2021,Complete,"Buffalo Solar Solutions, Inc.",No,SolarEdge Technologies Ltd.,SE7600H-US [240V],2,Solaria Corporation,Solaria PowerXT-400R-PM,50,"$58,200.00 ","$7,000.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,20,"20,092.00",,No,No,43.2115153,-77.4091556,POINT (-77.4091556 43.2115153)
1/31/2026,0000889142,,,,Rochester,Monroe,NY,14609,Rochester,City,36055007600,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,3/11/2025,4/16/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Silfab Solar Inc.,SIL-430QD,21,"$26,788.00 ","$1,806.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.03,"8,512.00",,No,Yes,43.1564764,-77.5549224,POINT (-77.5549224 43.1564764)
1/31/2026,0000097904,,,,Webster,Monroe,NY,14580,Webster,Town,36055011302,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/8/2017,9/11/2018,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Hanwha Q CELLS,Q.PEAK BLK-G4.1 300,27,"$21,694.00 ","$3,120.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.1,"8,564.00",,No,No,43.2491737,-77.4555664,POINT (-77.4555664 43.2491737)
1/31/2026,0000204473,,,,Honeoye Falls,Monroe,NY,14472,Mendon,Town,36055012402,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,8/14/2019,9/27/2019,Complete,Renewable Rochester LLC,No,Altenergy Power System Inc.,YC600 [240V],30,Hanwha Q CELLS,Q.PEAK L-G4.2 365,60,"$60,225.00 ","$7,665.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,21.9,"26,017.00",,No,No,42.9911314,-77.5325184,POINT (-77.5325184 42.9911314)
1/31/2026,0000046317,4382-98128,,,Rochester,Monroe,NY,14618,Brighton,Town,36055012700,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,5/10/2016,8/5/2016,Complete,"Invictus Electrical, LLC",No,SMA America,SB3000TL-US-22 (240V),1,SolarWorld,Protect SW 290 Mono,9,"$7,569.00 ","$1,044.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,2.61,"2,836.00",No,No,No,43.129031,-77.5611705,POINT (-77.5611705 43.129031)
1/31/2026,0000263022,,,,Pittsford,Monroe,NY,14534,Perinton,Town,36055011708,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/16/2020,12/11/2020,Complete,Renewable Rochester LLC,No,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],28,LG Electronics Inc.,LG360Q1K-V5,28,"$31,601.00 ","$3,528.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,10.08,"11,601.00",,No,No,43.049921,-77.4199961,POINT (-77.4199961 43.049921)
1/31/2026,0000619316,,,,Rochester,Monroe,NY,14618,Brighton,Town,36055013002,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,7/18/2023,1/30/2024,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,Enphase Energy Inc.,IQ8PLUS-72-2-US [240V],23,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 405,23,"$37,684.00 ","$2,795.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.31,"9,770.00",,No,No,43.1067086,-77.5687602,POINT (-77.5687602 43.1067086)
1/31/2026,0000461752,,,,Rochester,Monroe,NY,14617,Irondequoit,Town,36055010100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,5/4/2022,6/30/2022,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SMA America,SB3.0-1TP-US-41 [240V],1,Silfab Solar Inc.,SIL-370HC,10,"$23,370.00 ","$1,850.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,3.7,"4,030.00",,No,No,43.247385,-77.5925916,POINT (-77.5925916 43.247385)
1/31/2026,0000024176,4729-35124,,,Spencerport,Monroe,NY,14559,Ogden,Town,36055014903,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/25/2013,2/13/2014,Complete,Isaac Heating HVACR,No,SMA America,SB4000TL-US-22 (240V),2,SolarWorld,SW265 Mono,28,"$34,525.00 ","$9,646.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.42,"8,711.00",No,No,No,43.1574111,-77.8489406,POINT (-77.8489406 43.1574111)
1/31/2026,0001010986,,,,Pittsford,Monroe,NY,14534,Pittsford,Town,36055012306,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,11/22/2025,12/30/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE11400H-US {240V},1,Silfab Solar Inc.,SIL-440QD,25,"$36,740.00 ","$1,650.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,11,"12,867.00",,No,No,43.0568219,-77.5521612,POINT (-77.5521612 43.0568219)
1/31/2026,0000649883,,,,Spencerport,Monroe,NY,14559,Ogden,Town,36055014903,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/22/2023,12/19/2023,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,Enphase Energy Inc.,IQ8PLUS-72-2-US [240V],24,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 405,24,"$39,828.00 ","$1,944.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.72,"10,190.00",,No,No,43.1574111,-77.8489406,POINT (-77.8489406 43.1574111)
1/31/2026,0000204590,,,,Webster,Monroe,NY,14580,Webster,Town,36055011205,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/4/2019,1/24/2020,Complete,Renewable Rochester LLC,No,Altenergy Power System Inc.,YC600 [240V],12,Hanwha Q CELLS,Q.PLUS L-G4.2 345W,24,"$27,324.00 ","$2,898.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.28,"9,205.00",,No,No,43.2221603,-77.4826547,POINT (-77.4826547 43.2221603)
1/31/2026,0000250994,,,,Brockport,Monroe,NY,14420,Parma,Town,36055014802,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,8/28/2020,1/15/2021,Complete,Renewable Rochester LLC,No,Altenergy Power System Inc.,QS1 [240V],5,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 395,19,"$17,626.75 ","$2,627.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.51,"7,151.00",,No,No,43.2392389,-77.8043179,POINT (-77.8043179 43.2392389)
1/31/2026,0000059374,4635-80535,,,Webster,Monroe,NY,14580,Webster,Town,36055011302,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,11/9/2015,12/29/2015,Complete,Renewable Rochester LLC,No,SMA America,SB5000TL-US-22 (240V),2,SunPower,SPR-X21-345,30,"$35,400.00 ","$5,175.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,10.35,"12,666.00",No,No,No,43.2491737,-77.4555664,POINT (-77.4555664 43.2491737)
1/31/2026,0000044674,4627-96452,,,Caledonia,Livingston,NY,14423,Caledonia,Town,36051030100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,4/21/2016,5/24/2016,Complete,"O'Connell Electric Co., Inc.",No,Enphase Energy,S280-60-LL-X (240Vac),17,LG Electronics Solar Cell Division,LG315N1C-G4,17,"$18,475.00 ","$2,142.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.36,"6,572.00",No,No,No,42.958956,-77.8152058,POINT (-77.8152058 42.958956)
1/31/2026,0000884783,,,,Rochester,Monroe,NY,14625,Penfield,Town,36055011503,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,2/22/2025,4/9/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE3800 [240V],2,Silfab Solar Inc.,SIL-430QD,35,"$68,121.00 ","$3,010.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,15.05,"16,812.00",,No,No,43.1676952,-77.5026833,POINT (-77.5026833 43.1676952)
1/31/2026,0000077166,,,,Rochester,Monroe,NY,14607,Rochester,City,36055003100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,12/8/2016,1/3/2017,Complete,"Invictus Electrical, LLC",No,SMA America,SB3000TL-US-22 (240V),1,SolarWorld,Protect SW 290 Mono,12,"$12,702.00 ","$1,392.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,3.48,"4,091.00",,No,No,43.1465154,-77.5817158,POINT (-77.5817158 43.1465154)
1/31/2026,0000894277,,,,Brockport,Monroe,NY,14420,Sweden,Town,36055015400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,5/29/2025,8/14/2025,Complete,Solar Liberty,No,SunPower,SPR-X21-350-BLK-D-AC {240V},22,SunPower,SPR-X21-350-BLK-E-AC,22,"$22,443.00 ","$1,155.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.7,"9,402.00",,No,No,43.1765843,-77.9255865,POINT (-77.9255865 43.1765843)
1/31/2026,0000076697,,,,Churchville,Monroe,NY,14428,Riga,Town,36055015000,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,12/3/2016,2/1/2017,Complete,Apex Energy Tek LLC,No,SolarEdge Technologies,SE 10000A-US (240V),1,Stion,STL-150A,60,"$38,363.00 ","$3,600.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9,"11,129.00",,No,No,43.0772852,-77.8725573,POINT (-77.8725573 43.0772852)
1/31/2026,0000502853,,,,Nunda,Livingston,NY,14517,Nunda,Town,36051031200,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/27/2022,12/5/2022,Complete,3rd ROC Solar LLC,No,Altenergy Power System Inc.,DS3-L [240V],16,Hanwha Q CELLS,Q.PEAK DUO XL-G10.2 475,31,"$49,951.00 ","$5,890.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,14.73,"14,463.00",,No,No,42.5628093,-77.9425032,POINT (-77.9425032 42.5628093)
1/31/2026,0000569411,,,,Rochester,Monroe,NY,14612,Greece,Town,36055013402,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,3/4/2023,4/18/2023,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,Enphase Energy Inc.,IQ8PLUS-72-2-US [240V],34,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,34,"$53,219.00 ","$4,080.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,13.6,"14,314.00",,No,No,43.2974679,-77.6944366,POINT (-77.6944366 43.2974679)
1/31/2026,0000824100,,,,Rochester,Monroe,NY,14609,Rochester,City,36055006000,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/17/2024,11/20/2024,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Silfab Solar Inc.,SIL-420QD,20,"$26,611.00 ","$1,680.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.4,"8,524.00",,No,Yes,43.1638639,-77.5581577,POINT (-77.5581577 43.1638639)
1/31/2026,0000000694,4341-23702,,,West Henrietta,Monroe,NY,14586,Henrietta,Town,36055013206,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,,8/8/2011,11/10/2011,Complete,LTHS,No,Fronius USA,IG Plus 7.5-240,1,SOLON,SOLON Black 230/01 235,30,"$54,498.00 ","$12,250.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.05,"8,105.00",,No,No,43.0335452,-77.6867472,POINT (-77.6867472 43.0335452)
1/31/2026,0000481283,,,,Rochester,Monroe,NY,14617,Irondequoit,Town,36055010400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,7/22/2022,11/23/2022,Complete,CIR Electrical Construction Corp.,No,Enphase Energy Inc.,IQ8PLUS-72-2-US [240V],19,Silfab Solar Inc.,SIL-370HC,19,"$26,892.00 ","$2,812.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.03,"7,382.00",,No,No,43.2034004,-77.6098799,POINT (-77.6098799 43.2034004)
1/31/2026,0000965464,,,,Avon,Livingston,NY,14414,Avon,Town,36051030202,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,8/28/2025,11/7/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE11400H-US {240V},1,"LONGi Green Energy Technology Co., Ltd.",LR5-72HBD-545M,24,"$59,807.00 ","$1,962.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,13.08,"12,772.00",,No,No,42.8013055,-77.8552975,POINT (-77.8552975 42.8013055)
1/31/2026,0000303918,,,,Webster,Monroe,NY,14580,Webster,Town,36055011205,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,4/24/2021,6/30/2021,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SMA America,SB7.0-1TP-US-41 [240V],2,Hanwha Q CELLS,Q.PEAK DUO-G6+ 350,34,"$34,610.00 ","$4,165.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,11.9,"11,227.00",,No,No,43.2221603,-77.4826547,POINT (-77.4826547 43.2221603)
1/31/2026,0000462792,,,,Rochester,Monroe,NY,14620,Rochester,City,36055003700,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,5/6/2022,7/5/2022,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SMA America,SB6.0-1TP-US-40 [240V],1,Silfab Solar Inc.,SIL-370HC,19,"$27,102.00 ","$3,515.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.03,"3,371.00",,No,No,43.1385173,-77.5829891,POINT (-77.5829891 43.1385173)
1/31/2026,0000221515,,,,Rochester,Monroe,NY,14625,Brighton,Town,36055012500,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,11/15/2019,12/19/2019,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SolarEdge Technologies Ltd.,SE5000H-US [240V],1,Canadian Solar Inc.,CS3K-325MS,18,"$22,757.00 ","$2,047.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.85,"5,321.00",,No,No,43.1461506,-77.5295356,POINT (-77.5295356 43.1461506)
1/31/2026,0000057205,5293-73125,,,Spencerport,Monroe,NY,14559,Ogden,Town,36055014906,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/15/2015,8/4/2016,Complete,Direct Energy Solar (formerly Astrum),No,Enphase Energy,M215-60-2LL-S2X-IG,24,Kyocera Solar,KU265-6MCA,24,"$23,670.00 ","$2,824.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.36,"6,805.00",No,No,Yes,43.1745725,-77.7905733,POINT (-77.7905733 43.1745725)
1/31/2026,0000173457,,,,Rochester,Monroe,NY,14618,Brighton,Town,36055012700,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,2/23/2019,5/8/2019,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SolarEdge Technologies Ltd.,SE6000H-US [240V],1,Hanwha Q Cells,Q.PEAK DUO-G5 310,25,"$26,625.00 ","$2,712.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.75,"7,723.00",,No,No,43.129031,-77.5611705,POINT (-77.5611705 43.129031)
1/31/2026,0000532233,,,,Conesus,Livingston,NY,14435,Conesus,Town,36051031100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,12/3/2022,1/19/2023,Complete,3rd ROC Solar LLC,No,Altenergy Power System Inc.,QS1 [240V],4,Silfab Solar Inc.,SIL-370HC,13,"$18,038.00 ","$1,924.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.81,"5,358.00",,No,No,42.6582251,-77.6040076,POINT (-77.6040076 42.6582251)
1/31/2026,0000823344,,,,Webster,Monroe,NY,14580,Webster,Town,36055011208,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/12/2024,1/13/2025,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,Enphase Energy Inc.,IQ8MC-72-2-US [240V],23,Qcells North America,Q.TRON BLK M-G2+ 425,23,"$30,044.00 ","$1,955.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.77,"11,936.00",,No,Yes,43.2059335,-77.4571847,POINT (-77.4571847 43.2059335)
1/31/2026,0000338115,,,,Churchville,Monroe,NY,14428,Chili,Town,36055014602,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/10/2021,1/26/2022,Complete,Dragon Solar LLC,No,SolarEdge Technologies Ltd.,SE6000H-US [240V],1,Silfab Solar Inc.,SIL-360NX,22,"$19,627.00 ","$2,772.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.92,"8,625.00",,No,No,43.0744693,-77.7435876,POINT (-77.7435876 43.0744693)
1/31/2026,0001018241,,,,Rochester,Monroe,NY,14616,Greece,Town,36055013601,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,12/19/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},16,"Seraphim Solar System Co.,Ltd.",SRP-440-BTD-BG,16,"$28,698.84 ","$1,020.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.04,"8,162.00",,No,No,43.2420711,-77.6529987,POINT (-77.6529987 43.2420711)
1/31/2026,0000807197,,,,Webster,Monroe,NY,14580,Webster,Town,36055011400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/13/2024,9/27/2024,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE10000H-US [240V],1,Silfab Solar Inc.,SIL-420QD,22,"$26,778.00 ","$1,848.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.24,"10,091.00",,No,Yes,43.2115153,-77.4091556,POINT (-77.4091556 43.2115153)
1/31/2026,0000228295,,,,Wayland,Livingston,NY,14572,Springwater,Town,36051031100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,12/21/2019,3/17/2020,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SolarEdge Technologies Ltd.,SE10000H-US [240V],1,Canadian Solar Inc.,CS3K-325MS,30,"$29,447.00 ","$3,413.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.75,"10,413.00",,No,No,42.6582251,-77.6040076,POINT (-77.6040076 42.6582251)
1/31/2026,0000066613,4161-19916,,,Conesus,Livingston,NY,14435,Conesus,Town,36051031100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 1050,National Grid,,8/3/2010,2/17/2011,Complete,Northeast Emergency Power Systems (Michael Parks),No,SMA America,SB3000US (240V),2,ET Solar Industry,ET-M572180,28,"$27,000.00 ","$8,750.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.04,"5,233.00",,No,No,42.6582251,-77.6040076,POINT (-77.6040076 42.6582251)
1/31/2026,0000009970,5247-91886,,,Pittsford,Monroe,NY,14534,Pittsford,Town,36055012305,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,2/29/2016,4/22/2016,Complete,"Renovus Energy, Inc",No,SMA America,SB7700TL-US-22-240V,1,WINAICO,WSx-260P6,32,"$26,408.00 ","$3,328.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.32,"10,023.00",No,No,No,43.0485205,-77.5118176,POINT (-77.5118176 43.0485205)
1/31/2026,0000063824,4736-100306,,,Rochester,Monroe,NY,14623,Brighton,Town,36055013001,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,6/23/2016,11/7/2016,Complete,American Solar Partners,No,SolarEdge Technologies,SE3000 (240V) w/ -ER-US or A-US,1,SolarWorld,SW 280 Mono,13,"$13,650.00 ","$1,456.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,3.64,"4,053.00",No,No,Yes,43.0985908,-77.625165,POINT (-77.625165 43.0985908)
1/31/2026,0000689006,,,,Rochester,Monroe,NY,14609,Irondequoit,Town,36055011000,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,12/7/2023,1/30/2024,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,Enphase Energy Inc.,IQ8PLUS-72-2-US [240V],16,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 405,16,"$31,574.00 ","$1,296.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.48,"7,252.00",,No,No,43.1885104,-77.535297,POINT (-77.535297 43.1885104)
1/31/2026,0000256657,,,,Livonia,Livingston,NY,14487,Livonia,Town,36051030700,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,8/4/2020,9/3/2020,Complete,"Steed Energy, LLC",No,SMA America,SB5.0-1SP-US-41 [240V],1,Mission Solar Energy LLC,MSE320SR8T,16,"$17,171.20 ","$1,792.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.12,"5,948.00",,No,No,42.8090331,-77.653613,POINT (-77.653613 42.8090331)
1/31/2026,0001009113,,,,Rochester,Monroe,NY,14608,Rochester,City,36055009500,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,11/20/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8AC-72-2-US {240V},30,SEG Solar Inc.,SEG-440-BTD-BG,30,"$46,996.00 ","$1,980.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,13.2,"12,351.00",,No,No,43.1492564,-77.6152274,POINT (-77.6152274 43.1492564)
1/31/2026,0000658263,,,,Penfield,Monroe,NY,14526,Penfield,Town,36055011504,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/11/2023,11/16/2023,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,Enphase Energy Inc.,IQ8PLUS-72-2-US [240V],33,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 405,33,"$44,013.00 ","$2,673.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,13.36,"15,822.00",,No,No,43.1637221,-77.457011,POINT (-77.457011 43.1637221)
1/31/2026,0000017244,4161-001,,,Webster,Monroe,NY,14580,Webster,Town,36055011201,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 1050,Rochester Gas and Electric,,2/2/2009,8/27/2010,Complete,Northeast Emergency Power Systems (Michael Parks),No,SMA America,SB3000US (240V),2,SunWize Technologies,SW 180L,32,"$51,589.00 ","$25,160.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.76,"5,970.00",,No,No,43.2199662,-77.5221715,POINT (-77.5221715 43.2199662)
